Date,PRECTOTCORR,WS2M,T2M_RANGE,T2M_MAX,T2M_MIN,PS,ALLSKY_SFC_SW_DWN,RH2M,T2MDEW,RainStatus
9/6/2008,14.99,1.12,4.9,29.84,24.94,100.68,20.99,88.85,24.89,1
9/7/2008,11.88,1.21,6.86,31.09,24.23,100.68,18.08,83.28,24.2,1
9/8/2008,20.57,1.14,7.48,31.6,24.12,100.59,18.05,82.96,24.42,1
9/9/2008,11.51,2.2,7.23,31.32,24.09,100.48,11.21,83.23,24.03,1
9/10/2008,8.84,1.33,5.52,29.86,24.34,100.38,16.06,87.36,24.34,1
9/11/2008,22.15,4.04,5.03,29.38,24.35,100.33,14.43,91.11,24.72,1
9/12/2008,2.53,3.06,5.52,30.09,24.57,100.59,12.79,88.65,24.56,1
9/13/2008,1.57,2.33,5.61,29.78,24.17,100.76,11.57,88.5,24.51,1
9/14/2008,1.68,2.27,6.01,30.04,24.03,100.73,16.82,88.27,24.63,1
9/15/2008,8.52,2.47,4.57,29.01,24.44,100.65,15.01,90.37,24.52,1
9/16/2008,6.02,2.4,5.14,29.36,24.22,100.68,14.27,87.65,23.96,1
9/17/2008,1.49,2.3,5.7,29.08,23.38,100.75,15.27,89.12,23.98,1
9/18/2008,1.09,2.44,7.3,30.25,22.95,100.77,15.98,87.42,24.1,1
9/19/2008,1.66,2.43,5.89,30.13,24.24,100.82,16.38,88.52,24.39,1
9/20/2008,0.45,2.11,6.12,29.34,23.22,100.85,16.83,88.48,23.92,1
9/21/2008,0.14,2.1,5.28,28.4,23.12,100.79,17.94,85.97,23.18,1
9/22/2008,0.78,2.45,7.13,30.6,23.47,100.6,19.19,86.77,24.16,1
9/23/2008,3.1,2.41,8.12,31.68,23.56,100.47,17.24,84.56,24.18,1
9/24/2008,30.78,3.34,5.73,30.19,24.46,100.53,12.53,90.38,24.98,1
9/25/2008,2.32,2.9,5.53,30.15,24.62,100.69,12.89,88.29,24.6,1
9/26/2008,5.16,2.29,5.86,30.1,24.24,100.65,19.98,87.62,24.6,1
9/27/2008,41.5,1.81,5.42,29.71,24.29,100.65,18.33,89.21,24.79,1
9/28/2008,10.8,1.16,5.41,29.55,24.14,100.66,12.76,86.73,24.05,1
9/29/2008,3.35,1.81,5.69,29.64,23.95,100.56,15.84,87.64,24.13,1
9/30/2008,13.14,2.24,7.38,30.04,22.66,100.53,15.35,89.64,24.14,1
10/1/2008,2.37,1.55,7.51,31.28,23.77,100.69,20,84.21,24.3,1
10/2/2008,0.97,0.95,6.55,30.91,24.36,100.76,19.35,85.58,24.56,1
10/3/2008,0.72,1.12,6.24,30.15,23.91,100.85,17.84,85.35,24.13,1
10/4/2008,9.51,1.35,7.33,30.99,23.66,100.79,20.97,84.63,24.22,1
10/5/2008,0,1.08,6.92,31.16,24.24,100.8,20.52,86.75,24.52,0
10/6/2008,0.06,0.91,6.26,30.85,24.59,100.84,18.89,82.35,24.27,1
10/7/2008,0.03,0.97,4.66,29.8,25.14,100.9,20.34,83.54,24.11,1
10/8/2008,0.91,1.15,4.59,29.23,24.64,100.87,15.92,87.33,24.36,1
10/9/2008,0.99,0.88,6.7,31.34,24.64,100.87,19.04,82.22,24.44,1
10/10/2008,7.94,1.06,6.8,31.81,25.01,100.89,19.25,83.57,24.61,1
10/11/2008,24.96,1.69,7.27,31.81,24.54,100.86,20.39,86.46,24.65,1
10/12/2008,6.54,1.96,6.6,31.07,24.47,100.7,21.03,84.87,24.67,1
10/13/2008,4.17,0.69,6.24,30.93,24.69,100.66,17.98,83.49,24.8,1
10/14/2008,0.9,1.29,3.78,29.35,25.57,100.79,17.1,90.29,25.55,1
10/15/2008,0.09,1.16,4.86,29.74,24.88,100.79,16.79,88.56,25.08,1
10/16/2008,1.2,0.57,4.41,29.48,25.07,100.65,19.12,88.03,24.69,1
10/17/2008,5.24,0.97,7.11,31.43,24.32,100.51,15.09,83.4,24.72,1
10/18/2008,2.4,1.21,5.7,30.84,25.14,100.69,17.82,87.16,25.13,1
10/19/2008,13.89,1.04,5.92,30.75,24.83,100.73,16.43,86.73,24.85,1
10/20/2008,15.7,1.84,7.92,32.23,24.31,100.65,19.63,85.37,25.12,1
10/21/2008,3.15,1.5,6.66,31.67,25.01,100.66,18.15,86.79,25.36,1
10/22/2008,12.22,0.98,5.23,30.11,24.88,100.75,18.26,88.31,25.14,1
10/23/2008,6.79,1.59,5.37,30.09,24.72,100.84,17.78,89.34,25.18,1
10/24/2008,15.93,1.58,4.58,29.05,24.47,100.98,6.46,90.08,24.64,1
10/25/2008,4.96,2.69,5.42,29.15,23.73,100.99,12.15,90.83,24.4,1
10/26/2008,1.66,1.94,6.1,30.08,23.98,101.02,13.05,88.49,24.38,1
10/27/2008,0.88,1.14,6.34,30.72,24.38,101,17.69,85.76,24.32,1
10/28/2008,2.22,1.19,4.21,27.92,23.71,100.9,16.1,88.62,23.51,1
10/29/2008,8.15,1.36,6.42,29.3,22.88,100.68,15.92,87.32,23.6,1
10/30/2008,3.9,1.85,6.15,29.51,23.36,100.66,13.45,88.97,24.1,1
10/31/2008,4.39,1.89,5.87,30.01,24.14,100.77,14.06,88.92,24.54,1
11/1/2008,23.2,1.56,5.33,29.28,23.95,100.8,18.54,90.36,24.37,1
11/2/2008,3.11,0.54,6.5,30.29,23.79,100.83,16.45,83.42,23.77,1
11/3/2008,1.57,0.58,4.64,28.45,23.81,100.92,19.24,87.49,23.83,1
11/4/2008,4.45,1.27,5.82,29.79,23.97,100.86,15.35,88.35,24.38,1
11/5/2008,9,1.01,5.3,29.85,24.55,100.74,18.91,85.58,24.25,1
11/6/2008,11.53,1.82,6.93,30.85,23.92,100.67,19.61,88.11,24.35,1
11/7/2008,19.8,1.2,3.91,28.2,24.29,100.7,18.38,91.05,24.5,1
11/8/2008,6.29,1.06,5,29.33,24.33,100.66,20.04,88.61,24.37,1
11/9/2008,25.49,2.09,3.44,27.8,24.36,100.77,16.02,91.88,24.15,1
11/10/2008,15.14,1.88,3.52,27.59,24.07,100.88,16.12,89.22,23.62,1
11/11/2008,0,2.72,5.53,26.39,20.86,101,17.52,86.53,21.44,0
11/12/2008,0,2.95,8.56,27.65,19.09,100.92,21.64,85.4,20.53,0
11/13/2008,0,2.88,9.22,27.95,18.73,100.9,18.81,81.06,19.55,0
11/14/2008,0.01,2.63,10.08,29.16,19.08,100.79,15.67,86.26,21.2,1
11/15/2008,8.22,1.51,7.74,30.45,22.71,100.67,13.89,88.54,24.17,1
11/16/2008,22.26,1.57,5.54,29.38,23.84,100.65,17.19,88.12,24.04,1
11/17/2008,0.19,2.09,7.56,30.66,23.1,100.55,17.01,83.61,23.51,1
11/18/2008,4.81,2.65,5.31,29.16,23.85,100.61,14.28,90.35,24.43,1
11/19/2008,0.62,2.39,5.64,30.17,24.53,100.88,15.73,88.72,24.73,1
11/20/2008,1.96,3.12,7.03,29.93,22.9,101,16.25,86.24,23.58,1
11/21/2008,2.63,2.58,6.87,30.07,23.2,101,17.62,86.32,23.77,1
11/22/2008,0.79,2.55,6.53,29.88,23.35,100.97,16.58,88.64,24.05,1
11/23/2008,1.15,2.29,6.57,29.72,23.15,100.9,14.76,88.92,24.11,1
11/24/2008,4.95,1.99,6.56,29.72,23.16,100.86,13.71,88.75,24.2,1
11/25/2008,8.47,2.47,6.12,30.04,23.92,100.96,14.43,89.08,24.47,1
11/26/2008,0.37,2.92,5.1,28.8,23.7,100.96,15.98,89.05,23.99,1
11/27/2008,0.84,3.28,6.2,29.72,23.52,100.97,18.06,86.49,23.59,1
11/28/2008,0,3.07,5.96,26.48,20.52,101.11,17.34,81.27,20.26,0
11/29/2008,0.01,2.45,4.83,25.76,20.93,101.21,13.51,85.66,20.74,1
11/30/2008,0,2.68,5.24,26.81,21.57,101.24,12.31,83.44,20.55,0
12/1/2008,0,2.53,7.56,27.47,19.91,101.19,17.28,80.05,19.76,0
12/2/2008,0,2.44,8.02,28,19.98,101.02,18.68,79.65,19.81,0
12/3/2008,0,2.2,8.51,28.26,19.75,100.86,19.17,79.02,20.01,0
12/4/2008,0,1.78,9.36,30.27,20.91,100.9,20.34,78.91,21.4,0
12/5/2008,0.06,2.3,6.37,29.03,22.66,101.09,16.33,80.95,22.12,1
12/6/2008,0.02,2.76,7.01,29.49,22.48,101.09,17.54,80.14,21.95,1
12/7/2008,0,2.79,7.37,28.31,20.94,101.08,19.53,80.87,20.56,0
12/8/2008,0,2.72,8.85,28.89,20.04,101.13,21.01,75.66,19.48,0
12/9/2008,0,2.45,8.08,27.69,19.61,101.08,17.94,76.22,18.59,0
12/10/2008,0,1.87,9.88,28.49,18.61,101.07,19.91,76.64,18.95,0
12/11/2008,0,1.68,9.22,29.18,19.96,100.98,18.65,77.99,20.32,0
12/12/2008,0,1.18,9.23,30.35,21.12,100.88,21.11,76.44,20.82,0
12/13/2008,0.12,1.8,9.77,30.92,21.15,100.94,19.03,77.51,21.72,1
12/14/2008,1.59,2.25,7.36,29.68,22.32,100.94,19.28,79.69,22.12,1
12/15/2008,0.14,2.38,8.44,30.01,21.57,100.97,18.33,74.65,20.72,1
12/16/2008,0.06,2.19,8.75,28.93,20.18,101.05,18.18,73.17,19.34,1
12/17/2008,0,2.26,9.88,29.54,19.66,101.15,19.64,70.57,18.62,0
12/18/2008,0.01,2.24,9.78,29.1,19.32,101.12,19.35,72.23,18.49,1
12/19/2008,0.01,1.82,9.2,29.12,19.92,101.09,19.53,70.51,18.24,1
12/20/2008,0,1.89,11.01,29.89,18.88,101.03,21.01,73.81,19.11,0
12/21/2008,0,1.31,10.89,30.72,19.83,100.97,20.39,73.37,19.77,0
12/22/2008,0,2.04,11.33,31.86,20.53,101,20.06,73.56,20.36,0
12/23/2008,0,2.47,9.91,31.64,21.73,100.93,21,69.9,19.86,0
12/24/2008,0.02,2.48,11.63,31.86,20.23,100.95,20.09,72.22,20.19,1
12/25/2008,1.6,2.23,7.31,30.3,22.99,100.94,16.44,77.98,21.85,1
12/26/2008,5.87,2.09,7.76,30.21,22.45,100.92,13.38,82.05,22.45,1
12/27/2008,10.93,1.9,5.05,28.16,23.11,100.84,11.03,86.69,22.58,1
12/28/2008,0.16,2.15,9.3,31.48,22.18,100.75,15.35,79.21,22.15,1
12/29/2008,0.7,1.99,8.22,31.2,22.98,100.75,15.09,78.63,22.35,1
12/30/2008,2.49,2.3,6.95,29.72,22.77,100.82,12.68,83.44,22.52,1
12/31/2008,10.18,2.59,8.43,30.71,22.28,100.83,14.04,78.93,21.64,1
1/1/2009,7.22,3.64,8.99,30.1,21.11,100.94,14.79,81.25,21.51,1
1/2/2009,0,3.39,7.23,29.17,21.94,101.06,16.47,77.4,20.38,0
1/3/2009,0,3.13,8.14,29.42,21.28,101.08,14.41,74.42,19.62,0
1/4/2009,0,2.27,10.48,30.89,20.41,101.01,19.6,71.28,19.52,0
1/5/2009,0,2.3,11.29,31.94,20.65,100.96,20.68,68.92,19.4,0
1/6/2009,0.02,1.88,11.32,32.24,20.92,100.98,20.44,67.64,19.6,1
1/7/2009,0,2.04,10.61,32.09,21.48,101.12,21.52,66.67,19.53,0
1/8/2009,0,3.18,11.56,31.8,20.24,101.26,19.29,64.74,18.02,0
1/9/2009,0,3.22,9.74,28.49,18.75,101.37,19.31,64.58,15.51,0
1/10/2009,0,3.22,12.26,28.8,16.54,101.38,17.01,61.69,13.76,0
1/11/2009,0,3.02,12.82,28.87,16.05,101.33,20.23,62.17,13.77,0
1/12/2009,0,2.97,12.64,30.13,17.49,101.47,20.32,63.19,15.28,0
1/13/2009,0,3.72,11.06,29.95,18.89,101.65,21.43,59.43,14.69,0
1/14/2009,0,3.58,13.44,29.73,16.29,101.62,21.84,57.92,12.88,0
1/15/2009,0,3.14,13.21,29.81,16.6,101.57,21.98,60.5,13.86,0
1/16/2009,0,2.09,14.16,30.57,16.41,101.48,21.82,61.12,15.12,0
1/17/2009,0,2.07,14.44,32.02,17.58,101.28,22.25,57.59,15.19,0
1/18/2009,0,1.29,13.74,32,18.26,101.15,21.62,61.57,16.6,0
1/19/2009,0,0.87,13.42,32.21,18.79,101.05,21.65,66.46,17.88,0
1/20/2009,0,1.16,13.39,33.04,19.65,100.97,22.38,66.44,18.31,0
1/21/2009,0,1.32,13.19,32.96,19.77,101,18.99,67.33,18.65,0
1/22/2009,0,1.06,13.16,34,20.84,100.86,21.39,65.33,18.93,0
1/23/2009,0.01,1.42,13.24,34.87,21.63,100.87,21.06,66.68,20.14,1
1/24/2009,0,2.22,10.69,34.57,23.88,100.97,11.99,66.28,20.61,0
1/25/2009,0,2.67,10.92,33.16,22.24,101.05,20.87,63.27,19.03,0
1/26/2009,0,1.32,12.87,34.65,21.78,101.03,20.78,61.66,18.96,0
1/27/2009,0,1.55,12.48,34.03,21.55,100.98,17.07,60.16,18.2,0
1/28/2009,0,1.14,11.98,32.86,20.88,100.95,19.97,64.24,18.4,0
1/29/2009,0,1.01,13.52,34.67,21.15,100.9,21.44,60.2,17.85,0
1/30/2009,0,1.34,13.27,33.95,20.68,100.9,17.74,64.15,18.17,0
1/31/2009,0,1.29,12.68,33.78,21.1,100.92,18.36,64.93,19,0
2/1/2009,0,1.45,12.06,32.99,20.93,101.06,18.01,65.23,18.57,0
2/2/2009,0,1.43,12.82,32.86,20.04,101.05,16.87,63.01,17.17,0
2/3/2009,0,1.03,14.33,34.04,19.71,100.98,18.56,61.39,17.6,0
2/4/2009,0.23,1.46,12.27,33.9,21.63,100.97,18.64,68.5,20.27,1
2/5/2009,0.69,1.52,11.69,34.2,22.51,100.94,18.01,66.94,20.3,1
2/6/2009,0,1.92,12.84,35.07,22.23,100.99,20.07,57.4,17.57,0
2/7/2009,0,1.44,13.83,34.74,20.91,100.97,19.81,54.07,16.16,0
2/8/2009,0,1.33,14.23,35.38,21.15,101.05,22.2,53.83,16.23,0
2/9/2009,0,1.52,13.95,36.19,22.24,100.97,23.27,47.95,16.03,0
2/10/2009,0.13,0.85,12.28,35.66,23.38,100.87,22.23,56.9,19.09,1
2/11/2009,0.79,1.97,4.64,29.54,24.9,100.88,16.05,76.32,22.04,1
2/12/2009,0.2,2.64,11.31,35.03,23.72,100.72,14.78,65.53,20.91,1
2/13/2009,0.2,1.96,11.83,35.5,23.67,100.61,16.87,65.91,21.32,1
2/14/2009,0,1.67,14.07,37.33,23.26,100.55,18.19,60.81,20.42,0
2/15/2009,0.08,2.42,13.18,37.15,23.97,100.62,17.91,59.66,20.13,1
2/16/2009,0.01,1.29,11.48,35.87,24.39,100.78,18.41,60.35,20.45,1
2/17/2009,0.6,2.04,10.48,35.99,25.51,100.8,12.28,61.79,21.43,1
2/18/2009,0.22,2,13.29,38.57,25.28,100.7,20.98,55.41,20.27,1
2/19/2009,0,2.6,13.63,38.99,25.36,100.73,18.01,54.5,20.24,0
2/20/2009,0.39,2.25,13.74,38.77,25.03,100.83,21.13,53.11,19.96,1
2/21/2009,2.93,1.94,11.08,37.54,26.46,100.75,19.48,56.72,21.06,1
2/22/2009,0,2.35,14.07,38.58,24.51,100.62,18.56,56.25,20.32,0
2/23/2009,0,2.31,12.14,37.45,25.31,100.69,18.72,53.11,19.87,0
2/24/2009,0.07,2.9,12.43,38.59,26.16,100.68,21.02,50.05,19.44,1
2/25/2009,0,2.46,11.52,37.31,25.79,100.7,20.04,53.54,20.01,0
2/26/2009,0,2.61,13.64,38.66,25.02,100.66,21.25,52.03,19.68,0
2/27/2009,0.09,2.65,10.01,36.05,26.04,100.74,17.82,56.26,20.57,1
2/28/2009,2.21,1.54,7.34,33.72,26.38,100.75,16.21,60.42,21.03,1
3/1/2009,0.56,2.11,10.85,35.75,24.9,100.75,20.16,57.87,19.71,1
3/2/2009,0.03,1.63,11.21,37.49,26.28,100.74,21.68,51.05,19.44,1
3/3/2009,0.1,2.28,11.32,37.58,26.26,100.71,21.49,53.82,20.19,1
3/4/2009,1.58,0.96,8.33,34.82,26.49,100.72,17.03,63.78,21.81,1
3/5/2009,0.96,2.18,11.24,36.71,25.47,100.67,18.73,59.83,21.33,1
3/6/2009,0.45,2.11,11.45,37.56,26.11,100.71,22.49,58.96,21.74,1
3/7/2009,0.14,3.11,11.46,37.8,26.34,100.77,18.82,57.6,21.57,1
3/8/2009,1.02,2.93,10.56,36.48,25.92,100.82,18.99,58.2,21.17,1
3/9/2009,2.36,2.46,9.09,35.36,26.27,100.95,21.17,61.36,21.64,1
3/10/2009,0.74,1.95,13.51,38.42,24.91,100.9,23.3,55.31,20.26,1
3/11/2009,0.04,2.18,13.1,38,24.9,100.85,19.87,56.24,20.27,1
3/12/2009,0.43,2.66,11.55,37.88,26.33,100.82,19.6,57.37,20.86,1
3/13/2009,0.16,1.95,9.16,35.12,25.96,100.94,18.5,60.45,21.49,1
3/14/2009,0.91,2.33,11.7,37.58,25.88,100.97,15.63,55.11,19.86,1
3/15/2009,0,2.85,12.49,37.98,25.49,100.91,25.33,41.26,15.75,0
3/16/2009,1.96,1.87,12.43,37.8,25.37,100.82,23.17,50.97,19.12,1
3/17/2009,18.54,1.61,7.55,33.39,25.84,100.77,17.96,70.88,22.89,1
3/18/2009,6.07,1.75,7,32.07,25.07,100.79,18.78,76.19,23.42,1
3/19/2009,3.96,1.61,9.57,34.77,25.2,100.72,17.06,69.04,22.81,1
3/20/2009,0.63,2.54,11.65,36.11,24.46,100.75,21.73,64.97,21.97,1
3/21/2009,0.9,1.63,8.13,32.73,24.6,100.8,19.99,69.14,21.65,1
3/22/2009,0.25,1.59,11.05,35.79,24.74,100.79,21.09,64.39,21.85,1
3/23/2009,0,1.98,11.94,37.08,25.14,100.8,23.85,64.45,22.43,0
3/24/2009,0.18,2.41,10.22,36.18,25.96,100.81,23.69,66.54,22.93,1
3/25/2009,0.05,1.77,10.71,36.59,25.88,100.86,20.89,64.09,21.97,1
3/26/2009,0.05,1.94,8.77,33.98,25.21,100.84,20.55,64.25,21.7,1
3/27/2009,0.19,1.69,10.37,35.73,25.36,100.92,22.73,60.56,20.28,1
3/28/2009,0.01,1.5,9.37,34.94,25.57,100.88,20.12,62.4,21.64,1
3/29/2009,0.02,1.87,6.24,31.77,25.53,100.82,20.53,72.39,22.48,1
3/30/2009,0.32,1.2,10.14,34.92,24.78,100.73,18.9,63.73,21.24,1
3/31/2009,3.14,1.28,7.42,33.74,26.32,100.78,9.54,66.2,22.21,1
4/1/2009,2.46,2.39,10.69,35.31,24.62,100.81,22.58,62.97,21.04,1
4/2/2009,6.68,1.83,8.23,33.27,25.04,100.81,21.49,69.39,22.02,1
4/3/2009,0.8,2.17,7.65,32.47,24.82,100.86,22.73,72.63,22.11,1
4/4/2009,2.58,1.06,9.86,34.57,24.71,100.87,23.27,69.35,22.41,1
4/5/2009,0.29,1.17,6.83,32.7,25.87,100.87,19.8,72.2,22.96,1
4/6/2009,4,2.27,7.33,32.78,25.45,100.76,20.07,72.45,22.43,1
4/7/2009,10.98,1.07,6.57,31.34,24.77,100.81,20.18,77.16,22.7,1
4/8/2009,0.11,2.37,12.14,35.92,23.78,100.75,23.28,63.99,21.03,1
4/9/2009,0.34,2.11,10.74,35.98,25.24,100.72,23.52,64.88,22.19,1
4/10/2009,0,1.65,10.08,35.69,25.61,100.68,20.93,66.72,22.43,0
4/11/2009,0.06,1,7.8,33.83,26.03,100.74,18.89,69.71,23.24,1
4/12/2009,1,0.85,7.09,33.22,26.13,100.69,20.24,70.99,23.44,1
4/13/2009,4.03,2.18,8.91,34.76,25.85,100.53,21.03,73.61,24.02,1
4/14/2009,1.04,2.14,6.68,33.07,26.39,100.55,20,76.44,24.49,1
4/15/2009,0.84,0.94,7.96,33.92,25.96,100.65,17.25,72.98,23.97,1
4/16/2009,0,2.65,10.45,36.23,25.78,100.57,17.92,67.92,23.31,0
4/17/2009,0.01,3.44,12.38,38.25,25.87,100.49,22.53,65.19,22.8,1
4/18/2009,0.09,2.44,11.54,37.37,25.83,100.57,23.68,65.86,23.24,1
4/19/2009,0.18,3.02,9.57,36.01,26.44,100.62,19.21,68.22,23.59,1
4/20/2009,0.3,3.23,11.24,37.78,26.54,100.37,22.42,66.09,22.85,1
4/21/2009,3.1,2.81,8.58,35.23,26.65,100.33,18.69,71.19,23.71,1
4/22/2009,2.15,2.14,7.82,33.37,25.55,100.5,18.48,74.03,23.62,1
4/23/2009,1.14,2.17,9.52,34.54,25.02,100.56,20.11,71.5,23.48,1
4/24/2009,6.12,2.49,7.91,33.74,25.83,100.55,17.19,78.61,24.65,1
4/25/2009,7.91,2.12,8.56,34.14,25.58,100.65,20.9,77.98,24.3,1
4/26/2009,7.68,1.96,7.44,32.81,25.37,100.76,11.83,79.84,24.21,1
4/27/2009,8.27,1.37,8.85,33.59,24.74,100.78,19.85,76.27,23.7,1
4/28/2009,0.42,1.21,7.1,32.41,25.31,100.78,21.15,75.35,23.63,1
4/29/2009,3.23,1.88,6.91,32.74,25.83,100.74,15.29,78.46,24.39,1
4/30/2009,3.18,1.06,5.93,31.61,25.68,100.74,19.66,81.92,24.71,1
5/1/2009,15.9,0.61,7.34,32.86,25.52,100.71,18.52,75.88,24.24,1
5/2/2009,22.82,1.4,4.88,30.34,25.46,100.73,22.89,84.96,24.65,1
5/3/2009,0.87,1.54,4.01,29.34,25.33,100.75,20.04,82.55,23.58,1
5/4/2009,2.9,2.01,10.05,34.12,24.07,100.67,20,73.57,22.64,1
5/5/2009,1.64,1.43,9.7,34.17,24.47,100.67,20.18,74.43,23.34,1
5/6/2009,0.14,1.74,7.92,33.45,25.53,100.58,20.08,74.72,23.79,1
5/7/2009,2.75,2.53,10.19,35.1,24.91,100.47,21.24,73.34,23.68,1
5/8/2009,0.7,2.59,9.38,34.85,25.47,100.44,20.9,74.4,24.07,1
5/9/2009,4.86,2.36,7.18,32.5,25.32,100.42,19.76,80.44,24.61,1
5/10/2009,3.92,1.78,7.89,33,25.11,100.49,12.55,74.96,23.05,1
5/11/2009,4.51,2.17,8.13,32.14,24.01,100.58,15.95,77.47,22.81,1
5/12/2009,1.03,1.54,7.67,31.86,24.19,100.6,18.1,77.05,23.23,1
5/13/2009,4.26,1.92,8.68,33.29,24.61,100.49,18.75,77.12,23.74,1
5/14/2009,1.22,1.87,10.72,35.34,24.62,100.47,18.52,73.22,23.37,1
5/15/2009,2.4,1.64,8.26,33.94,25.68,100.59,21.25,75.16,24.16,1
5/16/2009,4.33,1.99,6.55,31.87,25.32,100.73,18.15,81.38,24.48,1
5/17/2009,7.58,1.59,7.39,32.59,25.2,100.81,18.58,79.33,24.34,1
5/18/2009,30.42,1.69,8.84,33.72,24.88,100.74,19.32,79.88,24.57,1
5/19/2009,4.81,1.47,4.76,30.02,25.26,100.68,20.22,86.08,24.87,1
5/20/2009,0.23,1.95,8.85,33.63,24.78,100.57,19.25,78.05,24.3,1
5/21/2009,0.66,1.6,10.03,34.84,24.81,100.64,23.24,73.72,23.64,1
5/22/2009,2.96,1.82,7.04,31.93,24.89,100.61,20.41,80.95,24.43,1
5/23/2009,0.75,2.68,8.93,33.84,24.91,100.52,21.53,76.76,23.76,1
5/24/2009,3.37,1.96,9.91,34.48,24.57,100.36,20.12,75.8,23.96,1
5/25/2009,4.09,1.95,5.25,31.01,25.76,100.42,15.12,82.79,24.66,1
5/26/2009,1.1,2.75,5.27,30.86,25.59,100.49,16.64,83.69,24.74,1
5/27/2009,4.2,2.42,5.11,30.37,25.26,100.5,18.17,86.68,24.77,1
5/28/2009,5.37,2.72,5.78,30.42,24.64,100.55,20.38,85.23,24.5,1
5/29/2009,2.18,2.01,7.52,32.05,24.53,100.68,18.47,81.95,24.36,1
5/30/2009,0.2,2.07,8.35,32.59,24.24,100.71,18.7,79.83,24.08,1
5/31/2009,0.03,1.16,8.34,33.11,24.77,100.71,21,75.18,23.54,1
6/1/2009,0.6,2.18,8.24,33.77,25.53,100.57,21.18,76.43,24.4,1
6/2/2009,2.71,3.38,5.38,31,25.62,100.57,16.34,82.49,24.41,1
6/3/2009,3.92,3.13,6.37,31.27,24.9,100.58,9.27,79.82,23.39,1
6/4/2009,28.5,3.03,6.54,30.79,24.25,100.62,12.59,81.04,23.42,1
6/5/2009,0.01,1.99,7.39,32.17,24.78,100.67,21.24,80.36,23.97,1
6/6/2009,0,2.73,8.49,33.2,24.71,100.66,24.1,73.85,22.72,0
6/7/2009,0,2.59,10.4,34.37,23.97,100.6,25.17,75.99,23.79,0
6/8/2009,0,2.93,10.58,34.78,24.2,100.64,22.91,74.98,23.72,0
6/9/2009,0.11,2.65,7.38,32.52,25.14,100.7,18.95,79.72,24.33,1
6/10/2009,0.35,2.85,5.53,31.01,25.48,100.79,19.01,81.62,24.22,1
6/11/2009,0.33,2.09,10.79,35.08,24.29,100.75,15.39,72.9,22.98,1
6/12/2009,0,2.54,12.35,36.14,23.79,100.73,25.23,72.76,23.26,0
6/13/2009,0,2.62,12.29,36.37,24.08,100.77,26.27,71.6,23.37,0
6/14/2009,0.33,2.97,10.06,34.38,24.32,100.62,20.81,74.09,23.67,1
6/15/2009,1.86,2.94,5.93,31.35,25.42,100.43,17.65,82.22,24.52,1
6/16/2009,3.35,3.06,4.97,30.1,25.13,100.45,12.22,86.89,24.71,1
6/17/2009,7.51,2.63,6.41,30.66,24.25,100.61,18.7,84.48,24.09,1
6/18/2009,2.63,3.04,7.27,32.25,24.98,100.65,13.36,81.22,23.95,1
6/19/2009,0.41,2.36,9.46,33.29,23.83,100.62,16.83,77.86,23.82,1
6/20/2009,5.72,2.51,7.1,32.26,25.16,100.62,20.21,81.3,24.26,1
6/21/2009,0.41,2.88,7.29,32.19,24.9,100.6,20.81,80.98,24.34,1
6/22/2009,0.92,2.56,6.92,32.06,25.14,100.61,15.03,81.09,24.12,1
6/23/2009,0.08,2.18,7.36,32.23,24.87,100.6,22.84,78.46,23.53,1
6/24/2009,0.01,1.73,9.93,33.9,23.97,100.54,22,74.44,23.44,1
6/25/2009,0.79,2.25,7.31,32.53,25.22,100.52,22.88,77.81,24,1
6/26/2009,4.07,2.11,7.81,32.62,24.81,100.56,18.46,81.37,24.49,1
6/27/2009,0.82,2.35,7.97,32.77,24.8,100.56,21.56,78.62,23.89,1
6/28/2009,0.06,2.03,8.84,33.89,25.05,100.65,18.67,74.18,23.31,1
6/29/2009,1.79,2.27,8.81,33.78,24.97,100.72,22.01,72.81,22.99,1
6/30/2009,11.46,1.75,8.17,32.59,24.42,100.76,23.01,79.24,23.9,1
7/1/2009,4.87,1.21,5.91,31.02,25.11,100.79,17.94,84.11,24.33,1
7/2/2009,0.68,1.21,9.82,33.98,24.16,100.72,21.98,73.99,22.95,1
7/3/2009,0.72,2.26,6.6,31.22,24.62,100.68,21.94,77.13,22.87,1
7/4/2009,0.64,2.17,10.23,34.42,24.19,100.65,19.58,73.25,22.9,1
7/5/2009,4.91,2.38,6.81,31.88,25.07,100.77,18.09,80.53,23.75,1
7/6/2009,0.3,2.12,8.32,32.38,24.06,100.88,17.28,77.81,23.16,1
7/7/2009,0.05,1.16,9.66,33.62,23.96,100.77,17.62,70.26,22.07,1
7/8/2009,1.01,1.61,7.43,32.57,25.14,100.71,16.65,74.17,23.24,1
7/9/2009,13.49,1.64,9.26,33.83,24.57,100.61,24.3,74.76,23.42,1
7/10/2009,0.89,2.33,8.91,34.02,25.11,100.42,21.4,75.29,23.96,1
7/11/2009,2.52,2.79,7.39,32.51,25.12,100.24,20.15,81.36,24.63,1
7/12/2009,4.91,2.98,4.14,29.94,25.8,100.19,15.95,88.34,25.28,1
7/13/2009,3.96,2.93,5.22,30.31,25.09,100.37,14.09,87.86,24.82,1
7/14/2009,2.8,2.94,6.25,30.61,24.36,100.57,14.14,83.95,23.68,1
7/15/2009,13.88,3.17,5.11,28.93,23.82,100.53,11.85,86.38,23.33,1
